Page url	Visitors	Pageviews	Bounce rate	Time on Page
/	298	436	61%	2m 32s
/data/organisms	93	193	27%	5m 20s
/data/assemblies	67	140	58%	2m 13s
/data/priority-pathogens	64	139	27%	1m 44s
/roadmap	42	95	73%	2m 38s
/about	30	60	-	-
/data/assemblies/GCA_001008285_1	13	16	-	-
/calendar	11	22	0%	1s
/data/organisms/3052345	11	17	80%	4s
/data/priority-pathogens/paramyxoviridae	11	18	-	-
/data/assemblies/GCF_000854845_1	8	13	-	-
/data/assemblies/GCF_000854845_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	8	10	100%	-
/data/assemblies/GCA_001008285_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	7	7	-	-
/data/organisms/5855	5	8	-	-
/data/organisms/65658	5	10	100%	-
/data/assemblies/GCF_000001405_40	5	6	-	-
/data/priority-pathogens/aspergillus	5	8	-	-
/data/priority-pathogens/sars-cov-2	5	8	0%	13m 04s
/data/organisms/2955291	5	7	100%	-
/data/assemblies/GCA_900093555_2	4	6	0%	4s
/data/assemblies/GCF_004769405_1	4	4	100%	-
/data/organisms/43142	4	5	0%	28m 27s
/data/assemblies/GCF_041930145_1	4	4	100%	-
/data/organisms/5755	4	6	-	-
/data/priority-pathogens/filoviridae	4	4	-	-
/data/assemblies/GCA_000826245_1	4	8	-	-
/data/organisms/73230	3	3	-	-
/data/organisms/65661	3	3	-	-
/data/assemblies/GCF_004770145_1	3	3	100%	-
/data/organisms/3418604	3	5	-	-
/data/assemblies/GCF_000864885_1	3	9	100%	-
/data/assemblies/GCA_021020595_1	3	4	-	-
/data/assemblies/GCF_000002415_2	3	6	0%	22s
/data/assemblies/GCA_900257145_2	3	3	100%	-
/data/assemblies/GCA_000826485_1	3	3	-	-
/data/priority-pathogens/flaviviridae	2	2	0%	3s
/data/assemblies/GCF_000864885_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	2	2	-	-
/data/genomes	2	2	0%	2s
/data/assemblies/GCA_900093555_2/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	2	3	-	-
/data/assemblies/GCF_000002445_2	2	2	100%	-
/data/assemblies/GCF_000005575_2	2	2	100%	-
/data/assemblies/GCF_000524495_1	2	2	-	-
/data/assemblies/GCA_900248155_1	2	2	100%	-
/data/priority-pathogens/avian-influenza	2	2	-	-
/data/assemblies/GCF_022354085_1	2	2	100%	-
/data/assemblies/GCA_000826305_1	2	2	-	-
/data/assemblies/GCA_001008285_1/workflow-github-com-iwc-workflows-rnaseq-sr-main-versions-v1-2	2	2	-	-
/data/organisms/5833	2	2	-	-
/data/assemblies/GCA_021020595_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-2	2	4	100%	-
/data/priority-pathogens/candidozyma-candida-auris	2	3	-	-
/data/organisms/562	2	3	-	-
/data/assemblies/GCF_000002415_2/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	2	3	-	-
/data/organisms/674	2	2	100%	-
/data/assemblies/GCF_000226545_1	2	2	100%	-
/data/assemblies/GCF_000001405_40/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-2	2	4	-	-
/data/organisms/9606	2	3	-	-
/data/organisms/1664694	1	1	100%	-
/data	1	1	-	-
/data/organisms/196912	1	1	-	-
/data/assemblies/GCF_001299255_1	1	1	100%	-
/data/assemblies/GCA_009761425_1	1	2	-	-
/data/priority-pathogens/flaviviridae-prototype-pathogen-viral-family	1	1	-	-
/data/organisms/293227	1	1	100%	-
/data/assemblies/GCF_000864885_1/workflow-github-com-iwc-workflows-sars-cov-2-pe-illumina-wgs-variant-calling-COVID-19-PE-WGS-ILLUMINA-versions-v0-2-4	1	1	-	-
/data/organisms/880534	1	1	100%	-
/data/organisms/1639	1	2	-	-
/data/assemblies/GCF_000001405_40/workflow-github-com-iwc-workflows-rnaseq-sr-main-versions-v1-2	1	2	-	-
/data/organisms/68878	1	1	-	-
/data/organisms/7165	1	1	-	-
/data/assemblies/GCF_000863525_1	1	1	-	-
/data/organisms/GCA_002775015_1	1	1	100%	-
/data/assemblies/GCA_900095595_1	1	1	100%	-
/data/assemblies/GCF_000964685_1	1	1	-	-
/data/assemblies/GCF_018416015_1	1	2	-	-
/data/assemblies/GCF_000851145_1	1	1	-	-
/data/assemblies/GCF_000852685_1/workflow-github-com-iwc-workflows-rnaseq-sr-main-versions-v1-2	1	1	-	-
/data/assemblies/GCA_001008285_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-2	1	1	-	-
/data/assemblies/GCF_000149335_2	1	2	0%	14m 34s
/data/assemblies/GCA_004798825_1	1	1	-	-
/data/assemblies/GCF_000005845_2	1	2	-	-
/data/assemblies/GCF_000001215_4	1	1	100%	-
/data/organisms/61605	1	1	-	-
/data/priority-pathogens/malaria-plasmodium-falciparum	1	1	-	-
/data/assemblies/GCA_000826265_1	1	1	-	-
/data/assemblies/GCF_000219625_1	1	1	100%	-
/data/priority-pathogens/mpox	1	1	-	-
/data/organisms/29196	1	1	-	-
/data/organisms/746128	1	1	-	-
/data/assemblies/GCF_000864885_1/workflow-github-com-iwc-workflows-sars-cov-2-pe-illumina-artic-variant-calling-COVID-19-PE-ARTIC-ILLUMINA-versions-v0-5-4	1	1	-	-
/data/assemblies/GCF_001890805_1	1	1	100%	-
/data/organisms/3052608	1	1	-	-
/data/assemblies/GCF_000857045_1	1	1	-	-
/data/priority-pathogens/cryptococcosis-cryptococcus-neoformans	1	1	-	-
/data/assemblies/GCF_000852685_1	1	2	-	-
/data/organisms/10244	1	1	-	-
/data/assemblies/GCF_000002415_2/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	1	1	-	-
/data/assemblies/GCF_000865725_1	1	1	-	-
/data/organisms/498019	1	1	-	-
/data/assemblies/GCA_000826245_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-2	1	1	-	-
/data/organisms/1220188	1	3	-	-
/data/assemblies/GCA_002759435_3	1	1	-	-
/data/assemblies/GCF_000306255_2	1	1	100%	-
/data/priority-pathogens/coccidioides-posadasii	1	2	-	-
/data/assemblies/GCF_000854805_1	1	1	-	-
/data/assemblies/GCA_000826485_1/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	1	1	-	-
/data/assemblies/GCF_000864885_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-2	1	1	-	-
/data/assemblies/GCF_001755385_1	1	1	-	-
/data/assemblies/GCF_000863525_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	1	1	-	-
/data/organisms/5693	1	1	-	-
/data/assemblies/GCF_000859525_1	1	1	100%	-
/data/assemblies/GCA_014607475_1	1	1	100%	-
/data/organisms/3428500	1	1	-	-
/data/organisms/720590	1	1	100%	-
/data/organisms/1108849	1	1	-	-
/data/priority-pathogens/filoviridae-prototype-pathogen-viral-family	1	1	-	-
/data/assemblies/GCF_000852685_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	1	1	-	-
/data/priority-pathogens/aspergillosis-aspergillus	1	1	-	-
/data/assemblies/GCA_000150055_1	1	2	-	-
/data/assemblies/GCA_000150055_1/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	1	1	-	-
/__;!!G_uCfscf7eWS!ZXFYZ876xOr6b18MakCSjuGZMQrqf5o0iMbgYCMPMieFp5tB9LlPayPbMStBp_t6D4qJFw2AYdU-Y1A5hV855msOJwE$	1	1	100%	-
/data/assemblies/GCF_000864885_1/workflow-github-com-iwc-workflows-sars-cov-2-se-illumina-wgs-variant-calling-COVID-19-SE-WGS-ILLUMINA-versions-v0-1-6	1	2	-	-
/data/organisms/52288	1	1	-	-
/data/assemblies/GCA_000149445_2	1	1	-	-
/data/assemblies/GCF_018416015_1/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	1	1	-	-
/data/priority-pathogens/phenuiviridae-prototype-pathogen-viral-family	1	1	0%	3m 53s
/data/organisms/162425	1	1	-	-
/data/assemblies/GCF_000001405_40/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	1	1	-	-
/data/organisms/5476	1	1	-	-
/data/assemblies/GCF_000002655_1	1	1	-	-
/data/assemblies/GCF_000524495_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-2	1	1	-	-
/data/assemblies/GCF_000856545_1	1	1	100%	-
