Page url	Visitors	Pageviews	Bounce rate	Time on Page
/	414	659	64%	3m 10s
/data/organisms	138	255	78%	57s
/data/assemblies	102	185	70%	30s
/data/priority-pathogens	51	63	82%	-
/roadmap	40	42	95%	-
/about	36	49	100%	-
/data/assemblies/GCA_001008285_1	20	40	0%	-
/calendar	20	21	82%	-
/data/organisms/5833	15	15	100%	-
/),	14	85	27%	10m 05s
/data/organisms/73230	13	17	-	-
/data/assemblies/GCA_001008285_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	12	16	-	-
/data/assemblies/GCF_000854845_1	11	18	0%	6s
/data/organisms/3052345	11	16	0%	38s
/data/assemblies/GCF_013267415_1	9	13	100%	-
/data/assemblies/GCF_001647695_1	9	17	100%	-
/data/assemblies/GCF_000854845_1/workflow-github-com-iwc-workflows-generic-non-segmented-viral-variant-calling-main-versions-v0-1	8	12	-	-
/data/assemblies/GCA_000826245_1	7	9	-	-
/data/assemblies/GCF_001647695_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	7	14	0%	25m 51s
/data/assemblies/GCA_030573285_1	7	11	-	-
/data/assemblies/GCA_000151295_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	7	15	100%	-
/data/organisms/498019	7	8	-	-
/learn/featured-analyses/evolutionary-dynamics-of-coding-overlaps-in-measles	6	19	100%	-
/data/assemblies/GCA_001430945_1	6	14	-	-
/data/assemblies/GCA_000151295_1	6	23	50%	9m 59s
/data/organisms/730	6	8	-	-
/learn/featured-analyses	6	20	50%	12m 32s
/data/assemblies/GCA_001430945_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	5	6	-	-
/data/assemblies/GCF_000006565_2	5	7	-	-
/data/assemblies/GCA_021020595_1	5	5	100%	-
/data/assemblies/GCF_000313135_1	5	5	100%	-
/data/organisms/28583	5	5	100%	-
/data/assemblies/GCA_000385875_2	4	6	-	-
/data/assemblies/GCF_003013715_1	4	4	-	-
/data/assemblies/GCF_003013715_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	4	6	-	-
/data/priority-pathogens/sars-cov-2	4	4	-	-
/data/assemblies/GCA_000826265_1	4	6	100%	-
/data/organisms/65658	4	5	-	-
/data/organisms/723287	4	7	0%	2m 02s
/data/organisms/89421	4	6	-	-
/data/organisms/2955291	4	4	100%	-
/data/assemblies/GCA_001008285_1/custom-workflow	3	5	-	-
/data/priority-pathogens/filoviridae	3	3	-	-
/data/assemblies/GCF_001890905_1	3	4	-	-
/data/assemblies/GCF_000006565_2/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	3	3	-	-
/data/assemblies/GCF_013267415_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	3	4	-	-
/data/assemblies/GCA_001990825_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	3	4	50%	33m 48s
/data/assemblies/GCF_001642055_1	3	16	-	-
/data/assemblies/GCF_001642055_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	3	7	-	-
/data/priority-pathogens/candidozyma-candida-auris	3	3	-	-
/data/assemblies/GCA_000826425_1	3	4	100%	-
/data/assemblies/GCA_001008285_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-3	3	3	-	-
/data/assemblies/GCA_000826505_1	3	3	100%	-
/data/priority-pathogens/paramyxoviridae	3	6	-	-
/data/organisms/5755	3	3	100%	-
/data/organisms/43142	3	5	100%	-
/data/assemblies/GCA_000826285_1	2	2	100%	-
/data/assemblies/GCF_001890905_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	2	2	-	-
/data/assemblies/GCA_008822115_3/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	2	2	0%	34s
/data/assemblies/GCF_001761485_1	2	4	0%	11s
/data/assemblies/GCA_001444175_2	2	2	100%	-
/data/assemblies/GCF_000861925_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	2	2	100%	-
/data/assemblies/GCA_000826245_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-3	2	2	-	-
/data/assemblies/GCA_002759435_3	2	5	-	-
/data/assemblies/GCA_027944975_1	2	3	100%	-
/data/assemblies/GCF_001642055_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-3	2	3	-	-
/explore/bacteria/Mycobacterium	2	2	100%	-
/data/assemblies/GCF_000853505_1	2	2	100%	-
/data/assemblies/GCA_021020595_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-3	2	2	-	-
/data/assemblies/GCA_000826245_1/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	2	2	-	-
/data/assemblies/GCF_000369945_1	2	2	50%	7s
/data/assemblies/GCF_000313135_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-3	2	2	100%	-
/data/assemblies/GCF_000002415_2/workflow-github-com-iwc-workflows-rnaseq-pe-main-versions-v1-2	2	2	0%	28m 24s
/data/assemblies/GCF_013267415_1/workflow-github-com-iwc-workflows-fastq-to-matrix-10x-scrna-seq-fastq-to-matrix-10x-cellplex-versions-v0-6-3	2	2	-	-
/data/assemblies/GCF_001761485_1/workflow-github-com-iwc-workflows-cutandrun-main-versions-v0-14	2	3	-	-
/data/assemblies/GCF_000864905_1	2	2	100%	-
/data/assemblies/GCF_009035845_1	2	2	100%	-
/data/assemblies/GCA_030573285_1/custom-workflow	2	3	-	-
/data/priority-pathogens/plasmodium-falciparum	2	2	100%	-
/__;!!Mih3wA!HZpgsdaAuwV57XJxJeunIW4J86vCezc-4BuwF0ygO5AHcTmu5PQgTGOTxhM9f3jwu4noDj60orJXXBAS2EDzkJO7Z_kS$	2	2	100%	-
/data/assemblies/GCA_030563865_1	2	4	-	-
/data/assemblies/GCF_001761485_1/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	2	3	0%	10s
/data/assemblies/GCA_021020605_1	2	2	100%	-
/data/assemblies/GCA_000826325_1	2	2	100%	-
/data/assemblies/GCF_013267415_1/workflow-github-com-iwc-workflows-atacseq-main-versions-v1-0	2	2	-	-
/data/assemblies/GCA_000826485_1	2	2	100%	-
/data/organisms/45573	2	2	-	-
/data/organisms/5053	2	3	-	-
/data/organisms/196912	2	5	100%	-
/data/organisms/46125	2	2	-	-
/data/organisms/7160	2	2	100%	-
/data/organisms/5599	2	6	-	-
/data/organisms/65661	2	2	100%	-
/data/organisms/3433809	2	2	50%	5s
/data/organisms/511	2	2	100%	-
/data/organisms/45524	2	3	-	-
/data/assemblies/GCA_027943295_1	1	1	100%	-
/data/assemblies/GCF_016728825_1	1	1	100%	-
/data/assemblies/GCA_000256705_2/workflow-github-com-iwc-workflows-haploid-variant-calling-wgs-pe-main-versions-v0-1	1	1	-	-
/data/assemblies/GCF_030253495_1	1	1	100%	-
